idpartizione,nlista,nlistamacro,idpartizione_r,nraggrup,nome,nome_breve,nome2,nome_breve2,immagine,tipo_lista,blocco_ins,idComune
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,42
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,42
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,42
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,42
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,42
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,43
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,43
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,43
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,43
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,43
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,43
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,43
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,43
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,43
0,17,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,43
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,43
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,43
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,43
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,43
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,43
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,43
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,43
0,15,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,43
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,44
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,44
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,44
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,44
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,44
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,44
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,44
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,44
0,15,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,44
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,44
0,17,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,44
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,44
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,44
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,44
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,44
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,44
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,44
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,44
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,45
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,45
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,45
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,45
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,45
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,45
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,45
0,17,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,45
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,45
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,45
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,45
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,45
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,45
0,15,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,45
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,45
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,45
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,45
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,45
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,46
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,46
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,46
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,46
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,46
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,46
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,46
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,46
0,17,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,46
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,46
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,46
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,46
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,46
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,46
0,15,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,46
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,46
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,46
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,46
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,47
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,47
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,47
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,47
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,47
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,47
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,47
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,47
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,47
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,47
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,47
0,15,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,47
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,47
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,47
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,47
0,17,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,47
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,47
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,47
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,48
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,48
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,48
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,48
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,48
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,48
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,48
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,48
0,17,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,48
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,48
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,48
0,15,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,48
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,48
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,48
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,48
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,48
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,48
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,48
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,49
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,49
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,49
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,49
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,49
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,49
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,49
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,49
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,49
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,49
0,15,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,49
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,49
0,17,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,49
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,49
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,49
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,49
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,49
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,49
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,4
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,4
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,4
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,4
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,4
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,4
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,4
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,4
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,4
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,4
0,17,7,0,7,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C.,POPOLARI MARCHE - UNIONE DI CENTRO,POPOLARI MARCHE - U.D.C,7.png,N,N,4
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,4
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,4
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,4
0,2,1,0,2,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,RICONQUISTARE L'ITALIA,1.png,N,N,4
0,11,2,0,6,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,VOX ITALIA MARCHE,2.png,N,N,4
0,15,10,0,7,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,MOVIMENTO PER LE MARCHE,10.png,N,N,4
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,4
0,6,16,0,5,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,PARTITO DEMOCRATICO,16.png,N,N,50
0,14,6,0,7,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,LEGA SALVINI MARCHE,6.png,N,N,50
0,12,5,0,7,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,GIORGIA MELONI per ACQUAROLI - FRATELLI D'ITALIA,FRATELLI D'ITALIA,5.png,N,N,50
0,4,12,0,4,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,MOVIMENTO 5 STELLE,12.png,N,N,50
0,13,9,0,7,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,FORZA ITALIA - BERLUSCONI - CIVICI PER LE MARCHE,FORZA ITALIA - BERLUSCONI,9.png,N,N,50
0,8,15,0,5,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,MARCHE CORAGGIOSE,15.png,N,N,50
0,10,18,0,5,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,RINASCI MARCHE,18.png,N,N,50
0,18,3,0,8,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,MOVIMENTO 3V LIBERTA' DI SCELTA,MOVIMENTO 3V,3.png,N,N,50
0,3,4,0,3,COMUNISTA!,COMUNISTA!,COMUNISTA!,COMUNISTA!,4.png,N,N,50
0,5,14,0,5,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,ITALIA VIVA,14.png,N,N,50
0,7,17,0,5,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,LE NOSTRE MARCHE e IL CENTRO,17.png,N,N,50
0,1,11,0,1,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,DIPENDE DA NOI,11.png,N,N,50
0,9,13,0,5,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,MANGIALARDI PRESIDENTE,13.png,N,N,50
0,16,8,0,7,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,CIVITAS CIVICI,8.png,N,N,50
